inventory_id,product_id,store_id,stock_received,stock_sold,current_stock,reorder_level,inventory_date
INV02530,PROD0007,STR009,366,41,63,75.0,2025-05-16
INV02531,PROD0162,STR011,350,82,328,45.0,2025-02-04
INV02532,PROD0233,STR004,423,166,76,49.0,2024-07-18
INV02533,PROD0217,STR013,206,232,366,11.0,2024-04-07
INV02534,PROD0159,STR011,258,4,179,52.0,2025-04-08
INV02535,PROD0248,STR015,155,152,392,16.0,2024-01-09
INV02536,PROD0004,STR006,234,16,304,30.0,2025-06-13
INV02537,PROD0136,STR003,229,241,124,13.0,2024-06-08
INV02538,PROD0023,STR009,210,109,382,30.0,2025-01-11
INV02539,PROD0218,STR013,412,142,191,16.0,2025-07-12
INV02540,PROD0198,STR009,357,269,51,15.0,2024-12-01
INV02541,PROD0208,STR007,192,107,234,23.0,2024-10-06
INV02542,PROD0223,STR002,211,243,101,62.0,2025-06-04
INV02543,PROD0127,STR004,84,276,31,44.0,2025-10-21
INV02544,PROD0020,STR002,51,275,314,24.0,2024-08-16
INV02545,PROD0152,STR002,227,244,262,28.0,2024-04-03
INV02546,PROD0118,STR008,364,239,196,47.0,2025-02-10
INV02547,PROD0127,STR015,331,134,142,67.0,2025-08-31
INV02548,PROD0191,STR008,423,98,208,67.0,2025-06-02
INV02549,PROD0060,STR002,301,56,125,37.0,2024-10-26
INV02550,PROD0043,STR009,482,298,260,28.0,2024-05-02
INV02551,PROD0204,STR002,82,142,375,46.0,2025-03-31
INV02552,PROD0033,STR013,149,275,254,18.0,2025-06-10
INV02553,PROD0122,STR004,327,40,225,52.0,2025-10-01
INV02554,PROD0234,STR010,101,21,204,75.0,2025-07-10
INV02555,PROD0080,STR011,330,58,250,49.0,2024-02-28
INV02556,PROD0229,STR004,177,7,249,65.0,2024-07-22
INV02557,PROD0042,STR015,439,178,198,51.0,2025-05-14
INV02558,PROD0010,STR014,91,155,349,60.0,2024-02-25
INV02559,PROD0103,STR007,137,158,220,74.0,2024-01-11
INV02560,PROD0121,STR006,44,45,203,57.0,2024-08-19
INV02561,PROD0141,STR007,308,298,25,73.0,2025-02-05
INV02562,PROD0234,STR009,57,216,255,29.0,2024-10-27
INV02563,PROD0216,STR009,233,271,386,37.0,2025-03-31
INV02564,PROD0081,STR015,191,107,47,76.0,2024-01-09
INV02565,PROD0225,STR001,413,218,167,34.0,2025-04-01
INV02566,PROD0235,STR013,255,283,291,70.0,2025-06-22
INV02567,PROD0091,STR010,60,177,101,74.0,2025-03-28
INV02568,PROD0146,STR013,495,236,98,68.0,2025-09-12
INV02569,PROD0116,STR002,36,167,261,65.0,2024-08-10
INV02570,PROD0194,STR013,498,246,64,17.0,2025-06-09
INV02571,PROD0201,STR008,135,34,158,15.0,2025-01-17
INV02572,PROD0124,STR005,347,288,69,71.0,2024-08-03
INV02573,PROD0164,STR011,25,192,122,27.0,2025-11-14
INV02574,PROD0007,STR002,224,193,275,55.0,2024-10-08
INV02575,PROD0190,STR004,414,176,362,28.0,2024-02-15
INV02576,PROD0057,STR011,335,81,323,45.0,2024-06-14
INV02577,PROD0210,STR011,332,196,150,35.0,2024-05-23
INV02578,PROD0005,STR005,251,180,86,45.0,2025-08-19
INV02579,PROD0175,STR012,403,293,127,24.0,2025-06-25
INV02580,PROD0047,STR011,163,15,66,18.0,2025-03-07
INV02581,PROD0218,STR014,80,248,365,51.0,2024-08-24
INV02582,PROD0200,STR007,399,208,50,48.0,2025-04-18
INV02583,PROD0092,STR001,218,156,19,76.0,2024-10-13
INV02584,PROD0012,STR001,194,34,314,16.0,2024-06-23
INV02585,PROD0142,STR006,110,104,38,17.0,2025-07-17
INV02586,PROD0005,STR010,297,208,77,32.0,2024-10-13
INV02587,PROD0044,STR010,375,11,357,35.0,2025-04-19
INV02588,PROD0237,STR014,32,51,166,74.0,2024-04-09
INV02589,PROD0214,STR011,255,20,364,50.0,2025-05-02
INV02590,PROD0158,STR009,479,43,333,23.0,2024-06-16
INV02591,PROD0031,STR011,161,180,7,20.0,2025-05-12
INV02592,PROD0180,STR006,392,237,21,27.0,2024-05-09
INV02593,PROD0174,STR010,255,148,374,44.0,2024-03-03
INV02594,PROD0151,STR009,434,187,358,40.0,2024-10-09
INV02595,PROD0166,STR015,373,71,46,39.0,2025-03-07
INV02596,PROD0110,STR006,496,147,25,53.0,2025-11-08
INV02597,PROD0003,STR004,221,172,202,31.0,2025-02-03
INV02598,PROD0075,STR008,271,103,203,60.0,2024-07-04
INV02599,PROD0009,STR010,144,80,29,74.0,2024-02-01
INV02600,PROD0017,STR013,281,153,183,15.0,2025-06-03
INV02601,PROD0066,STR008,315,233,73,17.0,2025-06-24
INV02602,PROD0201,STR001,451,44,314,63.0,2024-05-18
INV02603,PROD0133,STR014,200,170,260,78.0,2025-08-06
INV02604,PROD0112,STR001,332,219,150,47.0,2025-03-21
INV02605,PROD0181,STR007,301,152,359,14.0,2025-09-14
INV02606,PROD0172,STR005,187,122,81,49.0,2024-07-26
INV02607,PROD0054,STR003,104,161,318,55.0,2024-03-16
INV02608,PROD0163,STR015,222,270,91,23.0,2025-08-31
INV02609,PROD0045,STR006,59,35,157,77.0,2024-08-11
INV02610,PROD0104,STR004,217,93,138,42.0,2024-04-13
INV02611,PROD0118,STR012,484,83,223,64.0,2024-05-29
INV02612,PROD0159,STR014,452,69,334,23.0,2025-01-19
INV02613,PROD0244,STR005,118,173,363,37.0,2024-04-01
INV02614,PROD0023,STR010,382,187,197,19.0,2025-06-29
INV02615,PROD0222,STR014,308,99,32,78.0,2024-03-09
INV02616,PROD0011,STR006,112,179,209,47.0,2024-03-20
INV02617,PROD0158,STR013,112,160,111,23.0,2025-06-21
INV02618,PROD0250,STR004,72,106,378,45.0,2025-09-18
INV02619,PROD0072,STR002,124,162,299,24.0,2024-09-30
INV02620,PROD0043,STR012,263,249,85,29.0,2024-12-13
INV02621,PROD0234,STR009,336,143,116,19.0,2024-12-27
INV02622,PROD0021,STR014,77,3,371,23.0,2024-09-09
INV02623,PROD0222,STR001,260,143,343,52.0,2025-01-11
INV02624,PROD0061,STR011,117,296,337,48.0,2024-06-25
INV02625,PROD0210,STR003,238,13,249,49.0,2024-03-14
INV02626,PROD0239,STR011,171,258,35,73.0,2025-03-02
INV02627,PROD0048,STR005,46,75,178,53.0,2025-02-22
INV02628,PROD0007,STR015,312,97,334,70.0,2025-08-03
INV02629,PROD0185,STR012,356,81,346,69.0,2025-11-11
INV02630,PROD0020,STR004,380,56,26,75.0,2025-06-14
INV02631,PROD0052,STR004,437,74,146,34.0,2025-05-14
INV02632,PROD0225,STR013,231,199,349,59.0,2024-09-30
INV02633,PROD0013,STR014,415,260,396,24.0,2024-08-17
INV02634,PROD0231,STR012,154,24,199,68.0,2024-08-07
INV02635,PROD0137,STR010,315,79,125,55.0,2024-09-02
INV02636,PROD0025,STR009,129,160,247,76.0,2024-11-04
INV02637,PROD0181,STR002,129,134,342,25.0,2024-10-02
INV02638,PROD0123,STR008,488,161,10,53.0,2024-12-07
INV02639,PROD0183,STR003,324,91,219,67.0,2025-11-03
INV02640,PROD0006,STR011,54,96,246,39.0,2025-07-26
INV02641,PROD0146,STR010,225,72,42,67.0,2024-03-19
INV02642,PROD0206,STR015,352,194,229,12.0,2025-04-11
INV02643,PROD0170,STR002,354,155,123,77.0,2025-05-07
INV02644,PROD0154,STR010,119,122,212,66.0,2024-10-02
INV02645,PROD0011,STR013,214,137,129,32.0,2025-02-13
INV02646,PROD0078,STR010,191,12,290,39.0,2024-07-11
INV02647,PROD0080,STR001,277,115,171,33.0,2025-11-26
INV02648,PROD0092,STR006,203,172,384,70.0,2025-07-31
INV02649,PROD0146,STR005,449,38,161,69.0,2024-01-23
INV02650,PROD0128,STR011,185,273,183,45.0,2024-11-17
INV02651,PROD0045,STR004,108,79,255,75.0,2024-07-19
INV02652,PROD0080,STR014,356,289,85,10.0,2024-12-13
INV02653,PROD0104,STR001,293,141,178,20.0,2025-02-01
INV02654,PROD0189,STR002,305,85,12,71.0,2024-10-24
INV02655,PROD0022,STR011,197,100,58,21.0,2024-08-20
INV02656,PROD0066,STR006,496,187,185,42.0,2024-09-02
INV02657,PROD0082,STR006,419,152,226,54.0,2024-10-23
INV02658,PROD0084,STR014,457,4,32,50.0,2025-05-06
INV02659,PROD0179,STR008,189,263,309,62.0,2024-10-20
INV02660,PROD0161,STR004,283,209,6,75.0,2025-09-27
INV02661,PROD0135,STR009,274,188,207,35.0,2025-07-28
INV02662,PROD0085,STR007,166,185,27,70.0,2025-10-31
INV02663,PROD0062,STR012,432,127,126,66.0,2024-04-19
INV02664,PROD0239,STR010,156,56,63,20.0,2025-04-11
INV02665,PROD0229,STR011,183,152,87,62.0,2025-09-16
INV02666,PROD0216,STR006,98,145,62,35.0,2024-11-20
INV02667,PROD0221,STR015,395,23,235,23.0,2024-07-17
INV02668,PROD0114,STR001,97,97,124,76.0,2024-01-08
INV02669,PROD0154,STR006,382,257,176,52.0,2025-04-29
INV02670,PROD0222,STR006,269,235,381,16.0,2025-11-01
INV02671,PROD0137,STR008,90,238,2,44.0,2024-05-20
INV02672,PROD0176,STR012,122,260,172,32.0,2025-02-21
INV02673,PROD0214,STR004,331,277,165,12.0,2024-02-01
INV02674,PROD0124,STR007,387,131,69,18.0,2025-04-01
INV02675,PROD0186,STR004,339,194,353,29.0,2024-12-09
INV02676,PROD0108,STR005,346,152,148,55.0,2024-08-14
INV02677,PROD0249,STR013,465,147,304,60.0,2025-10-06
INV02678,PROD0096,STR001,456,51,114,27.0,2025-03-15
INV02679,PROD0226,STR004,485,289,176,73.0,2024-03-04
INV02680,PROD0064,STR011,394,3,78,32.0,2025-10-06
INV02681,PROD0192,STR008,356,137,166,66.0,2025-01-19
INV02682,PROD0144,STR005,28,70,228,14.0,2025-11-01
INV02683,PROD0205,STR003,273,278,316,11.0,2024-01-28
INV02684,PROD0126,STR010,312,229,210,39.0,2024-09-25
INV02685,PROD0169,STR001,437,289,71,49.0,2025-07-08
INV02686,PROD0233,STR015,245,23,377,58.0,2024-02-08
INV02687,PROD0007,STR014,159,154,159,67.0,2024-02-29
INV02688,PROD0022,STR006,424,242,356,23.0,2024-05-09
INV02689,PROD0114,STR015,85,25,127,64.0,2025-10-19
INV02690,PROD0078,STR010,208,50,157,53.0,2025-01-04
INV02691,PROD0004,STR010,499,35,284,43.0,2024-05-30
INV02692,PROD0233,STR001,228,208,292,48.0,2024-05-25
INV02693,PROD0136,STR013,420,204,19,22.0,2024-07-26
INV02694,PROD0056,STR006,216,58,250,31.0,2025-04-24
INV02695,PROD0159,STR009,325,257,347,77.0,2025-07-29
INV02696,PROD0225,STR009,86,188,20,79.0,2025-09-10
INV02697,PROD0004,STR015,428,194,343,43.0,2025-11-13
INV02698,PROD0085,STR002,292,64,216,13.0,2024-05-23
INV02699,PROD0191,STR002,481,258,261,62.0,2024-04-07
INV02700,PROD0116,STR008,429,177,92,39.0,2024-09-26
INV02701,PROD0140,STR004,92,65,120,42.0,2024-09-28
INV02702,PROD0157,STR007,185,150,100,22.0,2024-05-03
INV02703,PROD0210,STR014,58,36,395,76.0,2025-03-18
INV02704,PROD0169,STR006,28,160,384,28.0,2025-09-27
INV02705,PROD0230,STR013,328,217,179,42.0,2025-05-15
INV02706,PROD0068,STR008,120,197,351,36.0,2025-05-23
INV02707,PROD0023,STR010,371,60,364,35.0,2025-05-11
INV02708,PROD0197,STR002,230,132,337,58.0,2024-02-05
INV02709,PROD0156,STR013,211,240,338,33.0,2025-09-27
INV02710,PROD0176,STR012,390,266,39,57.0,2024-03-23
INV02711,PROD0133,STR004,91,41,51,63.0,2025-06-07
INV02712,PROD0119,STR004,200,193,258,52.0,2024-10-27
INV02713,PROD0194,STR002,213,252,193,16.0,2025-11-08
INV02714,PROD0234,STR015,345,90,44,21.0,2025-09-04
INV02715,PROD0150,STR003,107,245,364,19.0,2025-08-20
INV02716,PROD0042,STR004,159,10,99,17.0,2024-07-16
INV02717,PROD0243,STR009,34,101,83,32.0,2024-02-19
INV02718,PROD0040,STR006,29,200,1,22.0,2025-06-13
INV02719,PROD0193,STR009,95,115,39,10.0,2024-05-01
INV02720,PROD0198,STR011,484,49,264,52.0,2024-05-31
INV02721,PROD0145,STR006,105,46,163,26.0,2025-06-29
INV02722,PROD0246,STR015,59,252,365,78.0,2025-11-27
INV02723,PROD0183,STR001,146,152,265,39.0,2024-02-09
INV02724,PROD0163,STR007,156,152,365,40.0,2025-03-03
INV02725,PROD0224,STR011,462,285,219,24.0,2024-12-15
INV02726,PROD0041,STR011,490,216,75,10.0,2025-04-20
INV02727,PROD0052,STR004,83,70,21,14.0,2025-05-02
INV02728,PROD0045,STR001,115,214,92,16.0,2024-07-17
INV02729,PROD0049,STR012,370,112,71,27.0,2024-10-27
INV02730,PROD0098,STR004,54,274,300,41.0,2025-03-19
INV02731,PROD0086,STR012,438,130,342,30.0,2025-01-01
INV02732,PROD0130,STR012,276,136,311,51.0,2025-05-09
INV02733,PROD0240,STR014,312,93,189,15.0,2025-04-22
INV02734,PROD0209,STR002,202,284,82,15.0,2024-12-17
INV02735,PROD0087,STR014,218,44,129,27.0,2024-07-31
INV02736,PROD0058,STR008,213,287,243,45.0,2024-03-28
INV02737,PROD0189,STR015,423,245,160,49.0,2025-11-19
INV02738,PROD0025,STR014,63,185,245,13.0,2024-07-12
INV02739,PROD0188,STR009,208,175,85,55.0,2024-05-24
INV02740,PROD0227,STR013,211,209,316,68.0,2024-11-15
INV02741,PROD0101,STR007,74,169,139,78.0,2024-12-07
INV02742,PROD0025,STR007,266,122,28,22.0,2024-12-25
INV02743,PROD0099,STR004,349,216,220,14.0,2025-02-01
INV02744,PROD0057,STR005,80,224,50,23.0,2024-07-17
INV02745,PROD0089,STR015,465,167,243,42.0,2024-01-22
INV02746,PROD0129,STR007,63,70,61,18.0,2024-01-08
INV02747,PROD0092,STR002,314,226,242,31.0,2024-07-04
INV02748,PROD0107,STR015,398,126,302,30.0,2025-01-29
INV02749,PROD0102,STR001,352,205,1,49.0,2024-04-22
INV02750,PROD0007,STR005,231,31,36,47.0,2025-07-20
INV02751,PROD0011,STR002,146,202,244,24.0,2025-06-08
INV02752,PROD0096,STR006,440,263,194,12.0,2024-04-07
INV02753,PROD0075,STR011,255,13,37,32.0,2024-05-11
INV02754,PROD0170,STR006,353,197,273,53.0,2025-03-23
INV02755,PROD0050,STR010,119,134,228,19.0,2025-09-03
INV02756,PROD0187,STR011,319,33,302,59.0,2024-04-11
INV02757,PROD0214,STR005,391,54,268,26.0,2025-07-11
INV02758,PROD0090,STR012,314,268,124,34.0,2025-09-18
INV02759,PROD0225,STR015,412,176,11,32.0,2024-10-20
INV02760,PROD0055,STR005,482,190,267,24.0,2024-12-13
INV02761,PROD0097,STR009,335,247,175,38.0,2025-03-06
INV02762,PROD0246,STR005,499,5,48,58.0,2025-09-11
INV02763,PROD0189,STR003,239,237,169,14.0,2024-01-02
INV02764,PROD0100,STR009,235,47,290,17.0,2024-03-18
INV02765,PROD0243,STR006,345,274,332,34.0,2024-03-05
INV02766,PROD0067,STR005,143,96,19,58.0,2025-06-22
INV02767,PROD0200,STR014,430,54,228,31.0,2025-09-08
INV02768,PROD0046,STR006,26,163,360,51.0,2024-04-27
INV02769,PROD0192,STR003,236,116,355,27.0,2024-01-13
INV02770,PROD0012,STR005,284,50,124,64.0,2024-06-18
INV02771,PROD0189,STR011,137,82,103,54.0,2024-04-29
INV02772,PROD0186,STR012,138,266,391,29.0,2025-09-27
INV02773,PROD0032,STR010,184,271,34,48.0,2025-09-23
INV02774,PROD0061,STR010,341,238,288,27.0,2025-10-10
INV02775,PROD0030,STR003,457,239,24,78.0,2025-02-04
INV02776,PROD0173,STR005,62,168,362,78.0,2024-03-23
INV02777,PROD0211,STR001,54,250,156,55.0,2025-10-20
INV02778,PROD0117,STR002,194,176,373,54.0,2024-04-22
INV02779,PROD0208,STR013,310,119,259,52.0,2024-11-08
INV02780,PROD0116,STR004,36,246,378,17.0,2024-01-17
INV02781,PROD0106,STR014,345,33,238,70.0,2024-04-13
INV02782,PROD0094,STR015,49,23,314,75.0,2024-06-14
INV02783,PROD0125,STR015,27,114,181,56.0,2025-05-24
INV02784,PROD0140,STR012,97,210,10,67.0,2025-08-25
INV02785,PROD0230,STR008,376,260,98,16.0,2024-09-18
INV02786,PROD0166,STR008,443,8,191,64.0,2024-03-11
INV02787,PROD0059,STR002,310,108,125,43.0,2024-08-05
INV02788,PROD0085,STR010,82,102,92,73.0,2024-10-17
INV02789,PROD0035,STR014,215,210,185,18.0,2025-02-20
INV02790,PROD0219,STR010,159,32,236,39.0,2025-05-04
INV02791,PROD0114,STR009,428,262,285,40.0,2024-11-29
INV02792,PROD0116,STR002,320,14,42,56.0,2024-03-22
INV02793,PROD0222,STR001,68,64,120,20.0,2025-03-08
INV02794,PROD0007,STR013,186,208,21,72.0,2025-07-21
INV02795,PROD0121,STR003,68,11,192,21.0,2024-06-17
INV02796,PROD0134,STR003,492,61,360,49.0,2024-06-07
INV02797,PROD0016,STR009,171,112,282,44.0,2024-04-29
INV02798,PROD0148,STR010,257,49,2,23.0,2025-08-03
INV02799,PROD0151,STR010,164,113,377,66.0,2024-01-21
INV02800,PROD0140,STR014,164,90,158,70.0,2025-07-28
INV02801,PROD0156,STR012,446,179,260,34.0,2025-08-13
INV02802,PROD0026,STR009,220,213,103,38.0,2024-01-31
INV02803,PROD0170,STR003,337,113,365,35.0,2024-04-30
INV02804,PROD0201,STR003,299,91,94,23.0,2025-02-01
INV02805,PROD0212,STR001,298,294,149,74.0,2025-04-19
INV02806,PROD0242,STR008,62,259,43,39.0,2024-09-07
INV02807,PROD0225,STR006,52,146,71,73.0,2024-04-02
INV02808,PROD0168,STR010,118,261,30,54.0,2024-11-04
INV02809,PROD0122,STR008,121,83,362,54.0,2024-12-07
INV02810,PROD0190,STR004,366,226,328,30.0,2024-05-02
INV02811,PROD0051,STR005,424,153,334,13.0,2024-07-04
INV02812,PROD0203,STR007,384,165,124,75.0,2025-07-17
INV02813,PROD0212,STR005,314,61,335,17.0,2024-12-30
INV02814,PROD0199,STR007,158,143,190,47.0,2025-10-30
INV02815,PROD0114,STR001,23,247,187,57.0,2024-07-28
INV02816,PROD0138,STR007,364,25,71,75.0,2024-07-31
INV02817,PROD0030,STR006,177,268,313,33.0,2024-03-30
INV02818,PROD0018,STR002,197,274,172,61.0,2025-04-24
INV02819,PROD0043,STR012,132,20,284,65.0,2024-02-04
INV02820,PROD0122,STR015,62,198,61,58.0,2024-09-01
INV02821,PROD0178,STR002,224,117,343,56.0,2024-02-25
INV02822,PROD0042,STR009,79,5,171,55.0,2025-08-16
INV02823,PROD0215,STR008,321,161,136,62.0,2025-03-16
INV02824,PROD0124,STR010,390,214,216,12.0,2024-09-01
INV02825,PROD0054,STR014,161,106,378,11.0,2024-02-05
INV02826,PROD0027,STR004,185,6,321,43.0,2024-07-04
INV02827,PROD0221,STR011,280,137,260,10.0,2025-06-27
INV02828,PROD0125,STR012,398,242,191,39.0,2024-04-11
INV02829,PROD0002,STR012,245,268,85,14.0,2024-08-02
INV02830,PROD0090,STR007,91,16,164,15.0,2025-05-11
INV02831,PROD0242,STR008,163,22,88,50.0,2025-04-15
INV02832,PROD0065,STR009,198,76,271,41.0,2024-02-06
INV02833,PROD0214,STR006,455,203,130,31.0,2024-08-09
INV02834,PROD0015,STR004,407,73,29,55.0,2025-09-18
INV02835,PROD0010,STR011,21,61,356,63.0,2024-03-04
INV02836,PROD0054,STR006,25,137,388,50.0,2025-01-21
INV02837,PROD0140,STR004,215,39,274,54.0,2024-10-23
INV02838,PROD0041,STR006,110,193,144,44.0,2025-05-27
INV02839,PROD0122,STR004,256,124,83,31.0,2024-08-19
INV02840,PROD0177,STR009,443,111,297,26.0,2025-03-16
INV02841,PROD0176,STR004,442,157,185,25.0,2025-05-20
INV02842,PROD0029,STR007,74,293,186,69.0,2025-06-21
INV02843,PROD0110,STR005,160,269,64,35.0,2024-12-21
INV02844,PROD0042,STR008,473,37,114,59.0,2024-07-22
INV02845,PROD0086,STR004,72,177,56,62.0,2025-01-23
INV02846,PROD0217,STR001,313,35,249,21.0,2024-11-24
INV02847,PROD0046,STR006,452,237,71,47.0,2025-02-06
INV02848,PROD0220,STR012,178,161,349,24.0,2024-07-24
INV02849,PROD0010,STR002,174,179,102,32.0,2024-05-03
INV02850,PROD0056,STR015,98,157,324,54.0,2025-10-24
INV02851,PROD0126,STR008,219,274,312,49.0,2024-06-29
INV02852,PROD0002,STR008,232,1,73,67.0,2025-02-19
INV02853,PROD0135,STR010,240,149,162,60.0,2024-02-15
INV02854,PROD0150,STR005,103,136,97,46.0,2025-03-02
INV02855,PROD0218,STR007,253,102,282,56.0,2024-03-22
INV02856,PROD0059,STR004,391,76,351,18.0,2024-09-08
INV02857,PROD0088,STR011,374,214,171,19.0,2025-01-28
INV02858,PROD0082,STR008,416,259,153,13.0,2024-01-27
INV02859,PROD0028,STR003,165,23,213,51.0,2024-07-05
INV02860,PROD0041,STR012,156,286,108,47.0,2024-03-18
INV02861,PROD0241,STR007,34,256,309,36.0,2024-11-07
INV02862,PROD0053,STR013,354,149,165,14.0,2024-05-22
INV02863,PROD0006,STR010,285,222,284,22.0,2025-01-19
INV02864,PROD0243,STR007,313,78,223,66.0,2024-11-20
INV02865,PROD0020,STR008,231,292,101,62.0,2024-10-13
INV02866,PROD0071,STR007,115,241,274,73.0,2025-01-15
INV02867,PROD0025,STR004,356,213,384,37.0,2025-10-23
INV02868,PROD0216,STR015,30,222,190,70.0,2025-07-11
INV02869,PROD0086,STR009,205,217,325,54.0,2025-02-11
INV02870,PROD0027,STR014,453,105,256,41.0,2025-07-13
INV02871,PROD0004,STR011,148,87,208,50.0,2025-07-06
INV02872,PROD0019,STR003,366,110,296,40.0,2024-02-10
INV02873,PROD0115,STR002,132,44,196,63.0,2025-09-10
INV02874,PROD0056,STR010,440,122,147,18.0,2024-06-09
INV02875,PROD0231,STR005,455,156,92,60.0,2024-04-30
INV02876,PROD0068,STR013,436,110,306,41.0,2025-05-01
INV02877,PROD0185,STR010,351,25,115,63.0,2025-08-28
INV02878,PROD0038,STR009,142,263,215,35.0,2025-11-24
INV02879,PROD0203,STR008,39,73,295,39.0,2024-08-06
INV02880,PROD0057,STR003,380,228,310,46.0,2024-11-27
INV02881,PROD0184,STR001,447,191,107,19.0,2024-06-15
INV02882,PROD0162,STR006,366,271,289,32.0,2024-04-18
INV02883,PROD0179,STR001,374,266,270,28.0,2024-04-19
INV02884,PROD0078,STR010,463,181,162,40.0,2024-10-11
INV02885,PROD0228,STR012,242,100,116,67.0,2024-10-19
INV02886,PROD0012,STR013,331,3,95,50.0,2024-05-05
INV02887,PROD0036,STR006,95,41,140,67.0,2024-07-01
INV02888,PROD0245,STR009,354,263,270,12.0,2025-03-30
INV02889,PROD0088,STR009,299,4,257,19.0,2025-01-27
INV02890,PROD0121,STR011,319,234,248,32.0,2025-07-14
INV02891,PROD0115,STR001,136,214,123,25.0,2025-11-21
INV02892,PROD0042,STR012,149,62,268,21.0,2025-07-09
INV02893,PROD0198,STR003,442,42,267,39.0,2025-11-06
INV02894,PROD0036,STR013,185,27,6,65.0,2024-11-19
INV02895,PROD0158,STR010,484,132,255,54.0,2024-01-05
INV02896,PROD0169,STR006,44,192,275,67.0,2025-06-25
INV02897,PROD0198,STR001,444,169,60,75.0,2024-12-21
INV02898,PROD0249,STR010,109,72,249,27.0,2025-10-20
INV02899,PROD0027,STR013,26,182,174,19.0,2024-11-13
INV02900,PROD0088,STR007,47,276,123,19.0,2025-06-25
INV02901,PROD0134,STR008,326,102,188,49.0,2025-07-10
INV02902,PROD0085,STR013,47,148,52,50.0,2025-05-04
INV02903,PROD0091,STR002,353,71,212,65.0,2025-04-08
INV02904,PROD0089,STR015,323,161,340,31.0,2025-07-23
INV02905,PROD0241,STR006,121,219,116,28.0,2025-02-13
INV02906,PROD0112,STR013,119,188,224,54.0,2024-11-13
INV02907,PROD0164,STR010,50,73,73,23.0,2024-08-22
INV02908,PROD0006,STR012,314,30,152,12.0,2024-01-22
INV02909,PROD0161,STR011,79,51,386,25.0,2025-11-06
INV02910,PROD0149,STR010,217,231,129,37.0,2024-08-28
INV02911,PROD0140,STR003,93,169,323,57.0,2024-09-28
INV02912,PROD0163,STR013,120,293,157,46.0,2025-03-29
INV02913,PROD0094,STR005,131,95,339,51.0,2024-07-18
INV02914,PROD0035,STR001,463,204,199,16.0,2024-02-23
INV02915,PROD0073,STR008,356,22,47,63.0,2025-02-16
INV02916,PROD0083,STR004,321,237,249,48.0,2024-11-18
INV02917,PROD0061,STR006,239,57,75,75.0,2024-01-25
INV02918,PROD0191,STR001,271,83,216,13.0,2025-06-05
INV02919,PROD0058,STR013,94,162,28,72.0,2024-11-18
INV02920,PROD0213,STR014,96,124,375,23.0,2024-11-10
INV02921,PROD0233,STR007,102,198,377,18.0,2024-02-11
INV02922,PROD0221,STR013,77,279,40,68.0,2024-12-03
INV02923,PROD0105,STR010,313,236,399,23.0,2025-05-23
INV02924,PROD0019,STR015,42,196,151,74.0,2024-09-02
INV02925,PROD0100,STR004,70,65,156,28.0,2024-11-04
INV02926,PROD0070,STR014,128,146,38,60.0,2025-07-13
INV02927,PROD0056,STR013,78,196,293,64.0,2024-09-10
INV02928,PROD0113,STR011,116,50,28,78.0,2025-02-16
INV02929,PROD0225,STR005,290,28,28,62.0,2025-03-12
INV02930,PROD0240,STR015,304,35,17,52.0,2024-07-07
INV02931,PROD0240,STR006,384,277,105,57.0,2025-03-25
INV02932,PROD0133,STR006,453,45,162,47.0,2025-01-06
INV02933,PROD0066,STR001,302,217,166,76.0,2024-01-05
INV02934,PROD0021,STR011,162,180,112,62.0,2024-11-18
INV02935,PROD0139,STR002,383,47,192,72.0,2024-02-13
INV02936,PROD0205,STR009,384,119,254,42.0,2025-07-25
INV02937,PROD0184,STR002,247,233,156,39.0,2024-11-28
INV02938,PROD0003,STR008,343,200,343,21.0,2024-08-15
INV02939,PROD0228,STR007,306,106,41,13.0,2025-07-23
INV02940,PROD0215,STR002,237,127,155,52.0,2024-05-23
INV02941,PROD0181,STR014,455,67,210,12.0,2025-05-18
INV02942,PROD0174,STR013,168,164,150,19.0,2025-10-08
INV02943,PROD0176,STR004,457,292,284,13.0,2024-09-01
INV02944,PROD0104,STR003,325,126,206,35.0,2025-09-28
INV02945,PROD0114,STR001,212,67,303,35.0,2025-02-07
INV02946,PROD0175,STR015,78,116,280,47.0,2024-06-21
INV02947,PROD0040,STR010,174,28,234,44.0,2025-09-01
INV02948,PROD0028,STR011,242,273,280,29.0,2024-12-16
INV02949,PROD0249,STR006,409,255,325,62.0,2025-01-21
INV02950,PROD0012,STR013,83,174,269,25.0,2024-10-26
INV02951,PROD0148,STR010,462,44,356,69.0,2025-01-13
INV02952,PROD0148,STR003,221,268,363,20.0,2024-03-31
INV02953,PROD0018,STR010,462,167,44,16.0,2025-10-23
INV02954,PROD0159,STR010,312,107,306,17.0,2024-05-17
INV02955,PROD0110,STR013,49,63,276,22.0,2024-12-04
INV02956,PROD0112,STR014,200,207,262,57.0,2025-10-04
INV02957,PROD0210,STR003,129,148,100,35.0,2024-01-16
INV02958,PROD0029,STR006,206,270,340,76.0,2025-10-17
INV02959,PROD0222,STR012,394,257,293,69.0,2024-11-23
INV02960,PROD0030,STR009,165,216,22,44.0,2025-03-24
INV02961,PROD0030,STR004,470,187,27,22.0,2025-01-16
INV02962,PROD0229,STR002,236,297,91,15.0,2025-03-26
INV02963,PROD0210,STR006,183,246,125,54.0,2025-09-26
INV02964,PROD0095,STR011,394,176,364,54.0,2025-10-19
INV02965,PROD0174,STR001,277,220,344,72.0,2024-03-25
